name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,family,lag,cost_mult,window_start,window
wf_seasonal_N10_sign,2006-01-03,2026-09-22,19.7,0.006640497181728895,-0.004644856471734515,0.1500408498007809,0.04425792836114912,0.055562587328748095,-0.47311976903102293,-0.009817506635259512,-0.4939285718247363,0.19627114675571977,0.453493265993266,2.501169853546771,0.007687069901130422,0.09549342256904034,0.2068940441035585,0.9572235673930589,XNGUSD,spot,-0.18375655721229123,0.05160852730972663,,0.57,-0.02,-0.04,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_sign,2006-01-03,2026-09-22,21.0,-0.0028636605242959062,-0.008113002568807759,0.10269159963908263,-0.027886025092222315,-0.039018269035453884,-0.5059070752533159,-0.016036546958244153,-0.41842089044865094,-0.12778982081654666,0.5036868973340897,,,,,,PORT,spot,0.01930107232315073,-0.03275127708351562,,0.58,0.21,-0.61,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_tstat,2000-10-31,2024-03-28,23.4,-0.002716360018373668,-0.006740077151887625,0.08984640612183717,-0.030233374217440812,-0.03610452022210168,-0.38722859053514347,-0.017405938808838856,-0.6520784752555939,-0.14631402304533125,0.5121165904084054,3.089238786406144,0.007897178582723147,0.057658430820976735,0.27786638413047976,0.9998305659098611,XTIUSD,fut,0.26170625814100734,-0.185429576942012,,0.35,-0.07,-1.14,B_wf_seasonal,1,1.0,2000-10-31,own
wf_seasonal_N10_tstat,2000-10-31,2024-03-28,23.9,-0.0007869836192825234,-0.0044027984397386755,0.0851012823959592,-0.009247611753026781,-0.01164821980332655,-0.3505996716082542,-0.01255790805377075,-0.337613759305447,-0.04518009436913242,0.5073981712385702,2.8964985800346033,0.006838437900685401,0.07110729028864841,0.23722186501172682,1.0,XBRUSD,fut,0.1873090919889887,-0.10897341597225367,,0.28,0.01,-0.81,B_wf_seasonal,1,1.0,2000-10-31,own
wf_seasonal_N10_tstat,2000-10-31,2024-03-28,23.3,-0.011117558960539002,-0.014017298566199488,0.07741991571921336,-0.14360076289491425,-0.18011398257466343,-0.3851986174389397,-0.03638979459323075,-0.16009368753379588,-0.6938934832258264,0.49609109449354183,2.3348145366513786,0.005997887098912758,-0.0661217278388252,0.14676280889879076,1.0,XNGUSD,fut,-0.3801915692751021,-0.05060471992372175,,-0.31,-0.25,0.29,B_wf_seasonal,1,1.0,2000-10-31,own
wf_seasonal_N10_tstat,2000-10-31,2024-03-28,24.0,-0.005459473820354875,-0.0074645596677812565,0.06373357545253507,-0.08566087468952314,-0.11091688219763776,-0.3333829337161125,-0.022390347293954754,-0.3821305492773279,-0.41958147536479695,0.5082699305325835,,,,,,PORT,fut,0.09032493448781294,-0.17883309209219725,,0.15,-0.14,-0.6,B_wf_seasonal,1,1.0,2000-10-31,own
wf_seasonal_N10_tstat,2006-01-03,2024-03-28,18.3,-0.017725048571234654,-0.021188111052507397,0.08584748547639891,-0.2064713773836463,-0.24902172973293774,-0.3872285905351386,-0.054717320906563345,-0.3696721409389596,-0.883579105447911,0.5074756229685807,2.9269507030677597,0.007585085225034356,-0.11811237420998265,0.26798755339539243,1.0,XTIUSD,fut,-0.3526894694649868,-0.185429576942012,,0.16,-0.07,-1.14,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_tstat,2006-01-03,2024-03-28,18.7,-0.015341223489617292,-0.018556957383210282,0.08230347268917411,-0.1863982525689371,-0.23506572692457364,-0.35059967160825656,-0.05292919214124349,-0.21985148312710845,-0.8055892558794188,0.5056299128956873,2.8641885133702214,0.006802669702940179,-0.10375509726110699,0.2372063043279244,1.0,XBRUSD,fut,-0.7322909980330577,-0.10897341597225367,,-0.07,0.01,-0.81,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_tstat,2006-01-03,2024-03-28,18.2,-0.012611014383631986,-0.015568067908821481,0.07842872263320474,-0.16079586610904203,-0.19700174440978926,-0.3517368612778802,-0.04426055276737786,-0.35025083604895324,-0.6866961601486504,0.4978241949521323,2.3839840763594,0.006163224422307806,-0.08220040252931242,0.15170862102680246,1.0,XNGUSD,fut,-1.2385787882585269,-0.05060471992372175,,-0.64,-0.25,0.29,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_tstat,2006-01-03,2024-03-28,18.7,-0.01597717695503182,-0.01765730397987675,0.060596398713544435,-0.2636654536280325,-0.34295906472033116,-0.3333829337161146,-0.05296403083102167,-0.31111465875612293,-1.1406170484329197,0.503392705682782,,,,,,PORT,fut,-0.8897693096907596,-0.17883309209219725,,-0.24,-0.14,-0.6,B_wf_seasonal,1,1.0,2006-01-01,common2006
wf_seasonal_N10_tstat,2007-01-24,2026-09-22,19.3,-0.012729751645667609,-0.01582326411349777,0.08021768592930631,-0.15869008807965362,-0.19452656037428448,-0.40458522068016645,-0.039109842141283775,-0.1668699595709141,-0.697970135881572,0.49723076923076925,2.397974485588233,0.005393870200763236,-0.09144312498870086,0.18385115643710942,1.0,XTIUSD,spot,,-0.17981935477885375,,0.6,-0.03,-0.67,B_wf_seasonal,1,1.0,2007-01-24,own
