name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,family,lag,cost_mult,window_start
crude_FebMay_long_OctDec_short,1987-02-24,2026-09-22,36.7,0.043980553618045634,0.03796139579384694,0.11590896446963406,0.3794404843429319,0.4210985250838924,-0.3943586554219748,0.0962610944933545,-0.03199071938111356,2.2982478016038588,0.5011086474501109,2.1517895479087996,0.007116649518110199,0.4408026786415741,0.24176002518240985,0.5768523526230395,XTIUSD,spot,0.41572293318837017,0.3444426270183487,0.57,0.57,0.27,0.13,C_fixed_month_rule,1,1.0,
crude_FebMay_long_OctDec_short,1988-06-01,2026-09-22,35.0,0.04721754324964565,0.041132087231853465,0.11748764223547296,0.4018937000626036,0.43820315984794417,-0.39785284208684324,0.10338517884176673,-0.10966215584845397,2.379117384237087,0.4989247311827957,2.308402227879238,0.007693400848867551,0.4673499782031466,0.2531362263339274,0.5704903181972597,XBRUSD,spot,0.3139609298803677,0.47526575439948693,0.44,0.81,0.53,0.04,C_fixed_month_rule,1,1.0,
crude_FebMay_long_OctDec_short,1987-02-24,2026-09-22,39.4,0.04692756260951838,0.042153499936090855,0.10615713164141607,0.4420575601838331,0.4914839885791712,-0.3975147532304837,0.10604260494364535,-0.006482836321883855,2.7742385975799206,0.5097229392531406,,,,,,PORT,spot,0.416994420601826,0.46766925433988876,0.55,0.7,0.45,0.14,C_fixed_month_rule,1,1.0,
ng_long_AugOct,1991-08-09,2024-03-28,32.5,0.002065260979762129,-0.0009020719160653945,0.07709766010694749,0.02678759610729123,0.022551913272773127,-0.5319942052994879,-0.0016956423718141255,0.45978346081251725,0.15278736069341145,0.48600746268656714,1.0329881545030555,0.0036455137186427672,0.07405839931420302,0.10524176798652081,0.25750182971456453,XNGUSD,fut,0.2954230434947148,-0.27792377332035123,0.3,0.04,-0.48,0.43,C_fixed_month_rule,1,1.0,
ng_long_AugOct,1991-08-09,2024-03-28,32.5,0.002065260979762129,-0.0009020719160653945,0.07709766010694749,0.02678759610729123,0.022551913272773127,-0.5319942052994879,-0.0016956423718141255,0.45978346081251725,0.15278736069341145,0.48600746268656714,,,,,,PORT,fut,0.2954230434947148,-0.27792377332035123,0.3,0.04,-0.48,0.43,C_fixed_month_rule,1,1.0,
ng_long_AugOct,1999-07-27,2026-09-22,21.6,0.016744829531661724,0.013862819932853876,0.0773213341783747,0.21656157009697505,0.17579606278339469,-0.27347159856791237,0.050691991436950856,1.3097539545169157,1.0053586582527911,0.44064245810055863,0.6826688892027574,0.0024767870168666494,0.24851129632128466,0.06434182073494117,0.25870005523844597,XNGUSD,spot,0.9333806592766691,0.0748616188759546,,0.37,-0.15,0.47,C_fixed_month_rule,1,1.0,
ng_long_AugOct,1999-07-27,2026-09-22,21.6,0.016744829531661724,0.013862819932853876,0.0773213341783747,0.21656157009697505,0.17579606278339469,-0.27347159856791237,0.050691991436950856,1.3097539545169157,1.0053586582527911,0.44064245810055863,,,,,,PORT,spot,0.9333806592766691,0.0748616188759546,,0.37,-0.15,0.47,C_fixed_month_rule,1,1.0,
ng_long_SepOct,1991-08-09,2024-03-28,32.5,-0.0034936376589892403,-0.005432380270625425,0.06254052568666274,-0.055861981021599984,-0.0377251472264933,-0.4059540576705729,-0.013381761231301055,0.44484567353748594,-0.31861778896511683,0.4799718903724526,1.0104211811577375,0.0027746920359307476,-0.011498001870757123,0.0704244352338734,0.16955354964625519,XNGUSD,fut,0.22250513370282676,-0.354848517872664,0.16,0.13,-0.5,-0.02,C_fixed_month_rule,1,1.0,
ng_long_SepOct,1991-08-09,2024-03-28,32.5,-0.0034936376589892403,-0.005432380270625425,0.06254052568666274,-0.055861981021599984,-0.0377251472264933,-0.4059540576705729,-0.013381761231301055,0.44484567353748594,-0.31861778896511683,0.4799718903724526,,,,,,PORT,fut,0.22250513370282676,-0.354848517872664,0.16,0.13,-0.5,-0.02,C_fixed_month_rule,1,1.0,
ng_long_SepOct,1999-07-27,2026-09-22,21.6,0.017622665568219686,0.015460237935183363,0.06770581357463638,0.2602829009475399,0.17324093925746364,-0.16733764023943554,0.09238948220533072,1.8574972142888049,1.208329196844967,0.44526315789473686,0.6788388826503821,0.0018372390437718094,0.287314222445925,0.041414394218659646,0.16995028539863746,XNGUSD,spot,1.0670065413156236,0.10666295616695425,,0.7,-0.05,0.28,C_fixed_month_rule,1,1.0,
