name,start,end,years,ann_ret,cagr,ann_vol,sharpe,sortino,max_dd,calmar,skew,t_stat,hit_rate,turnover_py,cost_py,gross_sharpe,avg_abs_pos,time_in_mkt,symbol,dataset,is_sharpe,oos_sharpe,sr_1990-1999,sr_2000-2009,sr_2010-2019,sr_2020-2029,family,lag,cost_mult,window_start,tilt,w,corr_tilt_vs_trend_port
trend+0.5xseasonal_wf_N10_sign,1991-08-09,2024-03-28,32.4,0.06522895682595081,0.04417763088664084,0.20968603490723187,0.3110791658338575,0.3855594056300793,-0.5163119638196627,0.08556383346187808,0.017633925680457824,1.7697391722492897,0.5109054019781892,5.54811919748719,0.015521339971274174,0.3850781465468045,0.39410770531558753,0.9668955370279548,XNGUSD,fut,0.29298850369027907,0.32840425070893536,0.27,0.42,0.1,0.53,G_overlay,1,1.0,,seasonal_wf_N10_sign,0.5,0.1084705527525865
trend+0.5xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.6,0.07887504805279164,0.06931471065597727,0.15386141327266953,0.5126369657934388,0.6546233451953104,-0.4091267915714436,0.1694210989941323,-0.14721260163051977,2.9695602167243327,0.5203520352035204,,,,,,PORT,fut,0.6380366248153321,0.3738716110138038,0.59,0.73,0.2,0.47,G_overlay,1,1.0,,seasonal_wf_N10_sign,0.5,0.1084705527525865
trend+0.5xseasonal_wf_N10_sign,1991-10-29,2024-03-28,32.2,0.07344285990293373,0.053317953699332454,0.20686798817353194,0.35502283630914383,0.421758793414092,-0.5536917127515464,0.0962953796696202,-0.445139498797331,2.014404843005375,0.5130068859984698,8.261300978330523,0.018662796953268838,0.4451391387785043,0.6409657842240845,0.9665968199186491,XTIUSD,fut,0.608634722826011,0.06002368709771677,0.31,0.83,-0.16,0.18,G_overlay_robust,2,1.0,,seasonal_wf_N10_sign,0.5,
trend+0.5xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.3,0.09777469609740343,0.07908719073196124,0.2080094235603104,0.4700493584563709,0.5816024879262333,-0.47616877146811976,0.1660906709361058,0.01001820444857189,2.712861837792593,0.5100332389511264,7.076888584080853,0.016196906628005003,0.5477414931550114,0.5440451504662877,0.9677150345484871,XBRUSD,fut,0.5166000555279421,0.4214583212261691,0.73,0.38,0.38,0.32,G_overlay_robust,2,1.0,,seasonal_wf_N10_sign,0.5,
trend+0.5xseasonal_wf_N10_sign,1991-08-09,2024-03-28,32.4,0.0656337387424438,0.04421279758649033,0.2114042598013912,0.3104655450372901,0.38285153232546226,-0.5228250027270362,0.08456519362287186,-0.024520189506219,1.7662482642108774,0.5123652504755866,5.547883699405438,0.015503184212127631,0.38375796182412136,0.39405631300984695,0.9667729279058362,XNGUSD,fut,0.2804859049210153,0.3390825360426072,0.23,0.44,0.11,0.52,G_overlay_robust,2,1.0,,seasonal_wf_N10_sign,0.5,
trend+0.5xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.6,0.07844033251849034,0.06854633206899186,0.1556986259377471,0.503795920137748,0.641309429155385,-0.41604740275894725,0.16475606292561512,-0.13533527056216021,2.9183465524643863,0.5216381418092909,,,,,,PORT,fut,0.6257045153566987,0.36946391579311444,0.59,0.69,0.19,0.51,G_overlay_robust,2,1.0,,seasonal_wf_N10_sign,0.5,
trend+0.5xseasonal_wf_N10_sign,1991-10-29,2024-03-28,32.2,0.07270568549088476,0.052897095287309126,0.20529354089093002,0.35415476383405753,0.4241834861245195,-0.5305448309370178,0.09970334682911776,-0.3925733737270309,2.0094793868964875,0.5089889073058779,8.262636211625116,0.021150853289820776,0.45704673782162764,0.641030215889547,0.966720078885739,XTIUSD,fut,0.5941185327703637,0.07314497294001905,0.26,0.86,-0.13,0.1,G_overlay_robust,1,2.0,,seasonal_wf_N10_sign,0.5,
trend+0.5xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.3,0.09611430059422318,0.07785939623161875,0.20547814517241422,0.46775923791590995,0.5817709354440875,-0.484197297584521,0.16080097228966397,-0.014152929862847791,2.699644543679983,0.5061546036435254,7.077686461460648,0.01868344334183964,0.5584583690070747,0.5440960401036117,0.9678341672623302,XBRUSD,fut,0.5250593033716201,0.4074503600230588,0.72,0.42,0.37,0.25,G_overlay_robust,1,2.0,,seasonal_wf_N10_sign,0.5,
trend+0.5xseasonal_wf_N10_sign,1991-08-09,2024-03-28,32.4,0.05968083762846364,0.03839904499946467,0.20969406910946992,0.2846090873333547,0.3529809207737835,-0.5388178353334051,0.07126535626962763,0.01729332141546374,1.6191500619522898,0.5091301039817397,5.54811919748719,0.021069459168761368,0.3850781465468045,0.39410770531558753,0.9668955370279548,XNGUSD,fut,0.26673440990899866,0.30168961368273295,0.24,0.4,0.06,0.51,G_overlay_robust,1,2.0,,seasonal_wf_N10_sign,0.5,
trend+0.5xseasonal_wf_N10_sign,1990-08-30,2024-03-28,33.6,0.07544177819972941,0.06565107146581539,0.15385786513881347,0.4903342323882137,0.6263481396580955,-0.4195677534752842,0.1564731105334642,-0.14779210843876914,2.8403668220539777,0.5190074563011857,,,,,,PORT,fut,0.6175295231135544,0.3495836281083876,0.57,0.71,0.17,0.45,G_overlay_robust,1,2.0,,seasonal_wf_N10_sign,0.5,
